unique.id,reference.number,year,division,family.publication,genus.publication,binomial.publication,family.resolved,genus.resolved,binomial.resolved,growth.form,tissue,position,dead.alive,decay.class,cwd.diameter,cwd.length,tissue.c,variation.tissue.c,volatile.c,variation.volatile.c,drying.method,drying.temperature.avg,drying.duration.hrs,analytical.instrument,sample.handling,biome,biome.whittaker,region,country,latitude,longitude,latitude.r,longitude.r,mat.pub,map.pub,elev,bio.MAT,bio.MDR,bio.isothermality,bio.temp_seasonality,bio.maxtemp,bio.mintemp,bio.temp_annual_range,bio.mean_temp_wettest_quarter,bio.mean_temp_driest_quarter,bio.mean_temp_warmest_quarter,bio.mean_temp_coldest_quarter,bio.MAP,bio.prec_wettest_month,bio.prec_driest_month,bio.prec_seasonality,bio.prec_wettest_quarter,bio.prec_driest_quarter,bio.prec_warmest_quarter,bio.prec_coldest_quarter,temp.Jan,temp.Feb,temp.Mar,temp.Apr,temp.May,temp.Jun,temp.Jul,temp.Aug,temp.Sep,temp.Oct,temp.Nov,temp.Dec,prec.Jan,prec.Feb,prec.Mar,prec.Apr,prec.May,prec.Jun,prec.Jul,prec.Aug,prec.Sep,prec.Oct,prec.Nov,prec.Dec,compilation,notes
3069,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,4.1.cm,not.specified,47.62,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3070,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,3.65.cm,not.specified,47.84,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3071,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,3.45.cm,not.specified,48.01,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3072,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,2.8.cm,not.specified,47.74,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3073,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,3.4.cm,not.specified,48.18,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3074,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,2.15.cm,not.specified,47.06,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3075,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,1.55.cm,not.specified,48.2,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3076,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,1.75.cm,not.specified,48.95,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3077,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,1.4.cm,not.specified,48.12,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3078,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,1.45.cm,not.specified,48.46,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3079,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,1.65.cm,not.specified,47.92,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3080,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.88.cm,not.specified,46.61,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3081,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.75.cm,not.specified,48.34,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3082,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.88.cm,not.specified,47.88,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3083,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,1.17.cm,not.specified,48.49,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3084,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.23.cm,not.specified,47.89,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3085,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.18.cm,not.specified,48.83,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3086,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.22.cm,not.specified,49.43,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3087,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.2.cm,not.specified,49.99,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3088,98,2015,angiosperm,Fagaceae,Fagus,Fagus_crenata,Fagaceae,Fagus,Fagus_crenata,tree,root,downed,dead,2,0.18.cm,not.specified,49.85,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3089,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,stem,downed,dead,2,18.cm,not.specified,46.44,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3090,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,stem,downed,dead,2,18.cm,not.specified,46.34,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3091,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,stem,downed,dead,2,17.4.cm,not.specified,46.41,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3092,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,stem,downed,dead,2,16.9.cm,not.specified,46.44,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3093,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,stem,downed,dead,2,17.4.cm,not.specified,46.18,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3094,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,branch,downed,dead,2,7.77.cm,not.specified,46.55,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3095,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,branch,downed,dead,2,9.14.cm,not.specified,45.42,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3096,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,branch,downed,dead,2,10.13.cm,not.specified,45.75,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3097,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,branch,downed,dead,2,9.17.cm,not.specified,46.04,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3098,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,branch,downed,dead,2,9.05.cm,not.specified,45.8,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
3099,98,2015,angiosperm,Fagaceae,Quercus,Quercus_crispula,Fagaceae,Quercus,Quercus_crispula,tree,branch,downed,dead,2,3.32.cm,not.specified,45.66,NA,NA,NA,conventional_drying,65,NA,elemental_analyzer_Sumigraph_NC_22F__220F_Sumika,discs_ground,temperate,NA,Asia,Japan,36.8¡N,139.0¡E,36.8,139,10.2,1742.4,796,9.220832825,8.958333015,26.98293114,893.6809692,26.39999962,-6.800000191,33.20000076,20.16666603,1.383333325,20.16666603,-1.516666651,1663,215,89,36.17921066,637,291,637,309,-2.5,-2.400000095,0.400000006,7.300000191,12.60000038,16.60000038,20.79999924,22.10000038,17.70000076,11.5,6,0.699999988,112,103,94,106,117,176,208,214,215,139,89,90,Martin et al. 2021 Nature Communications,All CWD was four years old with no decay class given (DC 2 on a 5-point scale seems reasonable); raw data provided in SI
